# Time,Q BCung,Q NMuc,Q LChau,Q TBu,Q HBinh
1/1/1961,35.8,24,373,482,606
1/2/1961,34.8,24,373,482,598
1/3/1961,34.8,24,370,477,594
1/4/1961,33.8,24,367,473,590
1/5/1961,33.8,23.2,367,464,582
1/6/1961,34.8,23.2,365,464,574
1/7/1961,34.8,22.5,359,459,566
1/8/1961,34.8,23.2,359,455,562
1/9/1961,36.9,23.2,359,455,558
1/10/1961,36.9,23.2,353,464,558
1/11/1961,33.8,22.5,348,446,558
1/12/1961,32.7,21.7,348,437,550
1/13/1961,30.6,21.7,345,428,534
1/14/1961,30.6,21.7,345,428,522
1/15/1961,32.7,21,345,437,518
1/16/1961,34.8,21,345,437,522
1/17/1961,32.7,20.2,342,437,526
1/18/1961,30.6,20.2,337,428,526
1/19/1961,29.6,20.2,337,419,510
1/20/1961,29.6,20.2,331,410,502
1/21/1961,28.5,20.2,328,410,494
1/22/1961,28.5,19.4,325,405,490
1/23/1961,27.3,19.4,325,401,486
1/24/1961,27.3,19.4,334,405,486
1/25/1961,27.3,19.4,337,419,478
1/26/1961,26.1,19.4,331,419,486
1/27/1961,24.9,19.4,325,401,490
1/28/1961,24.9,18.7,317,401,478
1/29/1961,24.9,18.7,314,392,470
1/30/1961,23.7,18.7,311,387,456
1/31/1961,23.7,17.9,311,383,452
2/1/1961,22.6,17.9,306,378,449
2/2/1961,22.6,17.9,306,374,442
2/3/1961,24.9,19.4,303,374,439
2/4/1961,41.3,22.5,337,392,435
2/5/1961,155,23.2,508,630,456
2/6/1961,79.2,21.7,418,840,578
2/7/1961,50.5,19.4,398,680,850
2/8/1961,39,17.9,370,610,738
2/9/1961,34.8,17.2,348,550,622
2/10/1961,32.7,17.2,331,473,558
2/11/1961,30.6,16.4,320,414,510
2/12/1961,28.5,16.4,314,392,478
2/13/1961,27.3,16.4,303,383,456
2/14/1961,27.3,16.4,300,374,442
2/15/1961,36.9,21.7,309,383,435
2/16/1961,69.8,29.3,370,423,435
2/17/1961,75,24,356,655,470
2/18/1961,52.8,19.4,331,570,590
2/19/1961,45.9,17.9,320,515,606
2/20/1961,43.6,17.9,309,414,526
2/21/1961,41.3,17.2,303,396,486
2/22/1961,38,17.2,289,383,463
2/23/1961,34.8,16.4,286,365,449
2/24/1961,30.6,16.4,278,347,432
2/25/1961,29.5,15.9,275,338,410
2/26/1961,28.5,15.9,275,333,400
2/27/1961,28.5,15.9,275,338,391
2/28/1961,30.6,15.9,283,338,391
3/1/1961,30.6,16.4,281,347,391
3/2/1961,32.7,16.4,275,347,394
3/3/1961,30.6,15.9,275,347,400
3/4/1961,28.5,15.3,269,338,400
3/5/1961,26.1,15.3,264,320,391
3/6/1961,23.7,14.8,258,311,382
3/7/1961,22.6,14.2,252,306,373
3/8/1961,21.5,14.2,250,302,362
3/9/1961,22.6,14.2,250,293,355
3/10/1961,23.7,15.3,264,293,350
3/11/1961,51.6,17.2,275,333,348
3/12/1961,39,15.9,258,360,362
3/13/1961,30.6,15.3,247,324,404
3/14/1961,27.3,14.8,247,302,388
3/15/1961,223,15.3,395,311,365
3/16/1961,146,17.2,348,860,355
3/17/1961,71.1,16.4,300,570,786
3/18/1961,67.2,16.4,295,419,678
3/19/1961,52.8,15.3,269,387,502
3/20/1961,44.8,14.8,255,356,452
3/21/1961,39,14.2,247,329,414
3/22/1961,35.8,13.7,241,306,382
3/23/1961,32.7,13.2,239,293,360
3/24/1961,30.6,12.6,239,288,350
3/25/1961,29.6,12.6,233,284,342
3/26/1961,28.5,12.6,230,275,335
3/27/1961,27.3,13.2,227,266,330
3/28/1961,27.3,13.2,230,266,325
3/29/1961,27.3,13.7,230,275,322
3/30/1961,28.5,15.3,250,284,328
3/31/1961,31.6,16.4,264,311,335
4/1/1961,39,15.9,283,329,345
4/2/1961,35.6,15.3,264,356,362
4/3/1961,34.8,15.3,283,329,388
4/4/1961,50.5,15.9,309,356,376
4/5/1961,41.3,14.8,292,392,376
4/6/1961,32.7,14.2,264,356,418
4/7/1961,28.5,13.2,247,320,407
4/8/1961,24.9,13.2,236,288,376
4/9/1961,72.4,12.6,258,279,350
4/10/1961,124,13.2,376,410,332
4/11/1961,140,17.2,409,700,391
4/12/1961,97,18.7,348,750,638
4/13/1961,143,20.2,353,615,638
4/14/1961,102,17.9,320,685,646
4/15/1961,97,17.9,300,555,710
4/16/1961,110,19.4,297,560,534
4/17/1961,92.2,21.7,297,620,428
4/18/1961,72.4,20.2,286,540,442
4/19/1961,62,16.4,264,410,570
4/20/1961,57.4,15.3,258,374,490
4/21/1961,55.1,14.2,247,356,435
4/22/1961,48.2,14.2,236,329,407
4/23/1961,43.6,13.2,230,311,388
4/24/1961,43.6,13.2,225,293,365
4/25/1961,39,12.6,222,284,348
4/26/1961,73.7,13.2,219,302,350
4/27/1961,64.6,13.2,216,333,362
4/28/1961,47,13.2,213,293,385
4/29/1961,41.3,13.2,213,275,360
4/30/1961,40.2,17.2,264,275,335
5/1/1961,69.8,14.2,300,464,325
5/2/1961,51.6,16.4,278,419,407
5/3/1961,64.6,20.2,289,410,490
5/4/1961,48.2,27.5,269,401,460
5/5/1961,41.3,16.4,247,365,456
5/6/1961,36.9,13.7,233,320,421
5/7/1961,36.9,12.6,230,297,376
5/8/1961,36.9,12.1,225,293,350
5/9/1961,34.8,12.1,230,284,340
5/10/1961,32.7,12.1,230,284,338
5/11/1961,32.7,12.1,230,275,332
5/12/1961,36.9,14.8,323,279,330
5/13/1961,49.4,14.2,337,428,325
5/14/1961,39,14.2,272,455,358
5/15/1961,34.8,12.1,250,338,498
5/16/1961,31.6,11.5,230,302,404
5/17/1961,28.5,11,216,275,360
5/18/1961,67.2,11,208,257,340
5/19/1961,219,11,267,342,385
5/20/1961,223,15.9,404,610,370
5/21/1961,210,21,395,885,606
5/22/1961,159,16.4,323,900,806
5/23/1961,111,16.4,292,615,894
5/24/1961,86.2,15.3,272,473,722
5/25/1961,72.4,13.2,264,401,550
5/26/1961,64.8,12.1,286,369,470
5/27/1961,58.6,11,323,356,438
5/28/1961,55.1,11,356,414,421
5/29/1961,57.4,12.1,398,482,438
5/30/1961,84.8,12.6,699,720,482
5/31/1961,93.8,17.9,635,1090,638
6/1/1961,84.8,15.3,588,925,970
6/2/1961,69.8,14.2,512,865,955
6/3/1961,137,17.9,496,1100,906
6/4/1961,160,21.7,516,1150,1120
6/5/1961,92.2,22.5,403,800,1180
6/6/1961,75,17.9,359,650,906
6/7/1961,63.3,17.2,332,560,702
6/8/1961,64.6,25.8,332,532,598
6/9/1961,242,41.1,540,928,559
6/10/1961,255,34.6,729,1680,792
6/11/1961,304,150,1230,2140,1700
6/12/1961,762,410,1950,3290,2560
6/13/1961,701.5,269,2790,4110,4100
6/14/1961,641,688,4970,6220,5520
6/15/1961,504,490,5950,7810,7270
6/16/1961,508,284,4370,7400,8660
6/17/1961,382,225,3380,5550,7340
6/18/1961,271,183,2760,4250,5610
6/19/1961,214,139,2140,3410,4360
6/20/1961,179,115,1650,2700,3430
6/21/1961,154,98.6,1380,2210,2720
6/22/1961,137,86.8,1190,1860,2260
6/23/1961,149,79.5,1070,1630,1970
6/24/1961,126,72.2,1020,1500,1740
6/25/1961,111,66.2,1060,1510,1660
6/26/1961,107,60.4,958,1380,1610
6/27/1961,97,55.9,852,1200,1580
6/28/1961,166,53.6,853,1120,1450
6/29/1961,339,69.8,1370,1530,1420
6/30/1961,228,84.3,1600,2290,1800
7/1/1961,143,81.9,1210,2000,2360
7/2/1961,118,62.7,995,1560,2050
7/3/1961,107,55.9,960,1360,1680
7/4/1961,375,52.5,1260,1600,1520
7/5/1961,294,52.5,1430,2410,1850
7/6/1961,225,53.6,1390,2000,2390
7/7/1961,221,53.6,1450,2070,2110
7/8/1961,223,50.4,1600,2310,2160
7/9/1961,244,60.4,1850,2320,2460
7/10/1961,318,58.2,2400,2990,2530
7/11/1961,292,54.8,2580,3350,3190
7/12/1961,274,52.5,2480,3350,3440
7/13/1961,320,50.4,2300,3200,3360
7/14/1961,381,50.4,2160,3030,3180
7/15/1961,440,75.8,2910,3360,3060
7/16/1961,350,229,4090,4590,3600
7/17/1961,257,202,3490,5190,4980
7/18/1961,250,150,3000,4220,5060
7/19/1961,204,132,2510,3730,4360
7/20/1961,173,113,2160,3530,3710
7/21/1961,148,95.8,1960,2710,3140
7/22/1961,133,84.3,2110,2700,2700
7/23/1961,123,74.6,1710,2430,2740
7/24/1961,138,71,1590,2190,2520
7/25/1961,146,65,1500,2160,2240
7/26/1961,305,61.5,1620,2140,2170
7/27/1961,327,128,1720,2740,2240
7/28/1961,303,128,1630,2590,2710
7/29/1961,328,213,1870,2660,2580
7/30/1961,352,279,2380,3300,2740
7/31/1961,446.25,258,2770,4270,3490
8/1/1961,540.5,407,3330,5280,4700
8/2/1961,634.75,343,3650,6210,6070
8/3/1961,729,278,3280,5270,6270
8/4/1961,712,254,3310,5590,5610
8/5/1961,698.4,297,4320,6380,6380
8/6/1961,684.8,392,5710,7870,7760
8/7/1961,671.2,408,6350,9210,9500
8/8/1961,657.6,436,6330,9370,10500
8/9/1961,644,426,6010,8880,10700
8/10/1961,555,330,5400,8000,9750
8/11/1961,478,281,4790,7050,8790
8/12/1961,406,242,4510,6200,7860
8/13/1961,398,230,4490,6310,7110
8/14/1961,394,273,3920,5930,7280
8/15/1961,377,254,3770,5450,6580
8/16/1961,307,224,3540,5160,6130
8/17/1961,245,184,3050,4960,5680
8/18/1961,504,169,3050,4170,4910
8/19/1961,612,222,4440,5540,5100
8/20/1961,563,268,4880,7070,7550
8/21/1961,370,202,4190,6320,8430
8/22/1961,372,174,3550,5410,7890
8/23/1961,309,180,3170,4680,6740
8/24/1961,248,165,2930,4230,5750
8/25/1961,214,148,2610,3620,5080
8/26/1961,217,145,2420,3490,4420
8/27/1961,180,131,2160,3120,4000
8/28/1961,167,121,2050,2920,3570
8/29/1961,307,124,2070,3020,3390
8/30/1961,328,243,2110,3370,3930
8/31/1961,320,224,2210,3420,4590
9/1/1961,257,197,1950,3075,4600
9/2/1961,197,176,1810,2790,3880
9/3/1961,180,165,1720,2680,3420
9/4/1961,282,286,2080,2980,3460
9/5/1961,228,336,2040,3420,4030
9/6/1961,241,362,1930,3370,4120
9/7/1961,225,366,1690,3180,4170
9/8/1961,197,291,1540,2840,4540
9/9/1961,182,244,1420,2570,4400
9/10/1961,153,213,1330,2310,3490
9/11/1961,191,200,1320,2220,2940
9/12/1961,157,171,1250,2160,2790
9/13/1961,135,158,1180,1940,2610
9/14/1961,130,147,1110,1830,2370
9/15/1961,124,134,1060,1730,2220
9/16/1961,115,125,1080,1610,2090
9/17/1961,110,121,1120,1680,2000
9/18/1961,105,113,1140,1690,2020
9/19/1961,102,105,1070,1620,2030
9/20/1961,98.6,99.7,1140,1570,1950
9/21/1961,102,114,1220,1700,1940
9/22/1961,155,122,1330,1880,2050
9/23/1961,318,138,1680,2440,2340
9/24/1961,171,120,1500,2530,2940
9/25/1961,152,108,1250,2090,3030
9/26/1961,173,116,1160,1880,2840
9/27/1961,318.5,1330,1620,2930,2500
9/28/1961,464,501,1450,4050,4130
9/29/1961,280,355,1580,2730,4030
9/30/1961,256,303,1760,2900,3110
10/1/1961,201,247,1470,2640,3260
10/2/1961,172,213,1290,2220,2860
10/3/1961,153,190,1180,1960,2460
10/4/1961,140,169,1030,1780,2220
10/5/1961,138,155,1090,1690,2060
10/6/1961,133,144,1040,1740,1970
10/7/1961,121,134,1060,1570,1900
10/8/1961,113,125,1240,1650,1840
10/9/1961,107,118,1230,1750,1910
10/10/1961,202,144,1570,1990,1980
10/11/1961,199,122,1610,2580,2290
10/12/1961,133,109,1420,2170,2690
10/13/1961,115,102,1370,1990,2320
10/14/1961,105,97.1,1180,1830,2140
10/15/1961,98.6,94.5,1070,1600,2000
10/16/1961,95.4,90.6,1010,1480,1830
10/17/1961,92.2,86.8,963,1390,1710
10/18/1961,89,84.3,934,1330,1640
10/19/1961,86.2,81.9,934,1310,1590
10/20/1961,92.2,79.5,908,1350,1620
10/21/1961,289,80.7,928,1720,3800
10/22/1961,191,79.5,1080,1770,3230
10/23/1961,133,75.8,995,1560,2630
10/24/1961,130,72.2,1150,1540,2200
10/25/1961,118,68.6,1160,1680,2070
10/26/1961,108,67.4,1140,1590,2090
10/27/1961,98.6,65,1140,1580,1980
10/28/1961,108,66.2,1150,1570,1940
10/29/1961,105,66.2,1090,1600,1910
10/30/1961,93.8,62.7,948,1400,1920
10/31/1961,90.6,63.8,876,1260,1750
11/1/1961,92.2,61.5,885,1180,1600
11/2/1961,83.4,59.3,867,1100,1540
11/3/1961,86.2,57,833,1060,1480
11/4/1961,82,54.8,833,1050,1440
11/5/1961,77.8,52.2,804,1000,1410
11/6/1961,73.7,52.2,780,1020,1360
11/7/1961,71.1,51.4,754,990,1360
11/8/1961,69.8,50.4,722,970,1340
11/9/1961,67.2,50.4,699,925,1310
11/10/1961,111,67.4,1060,965,1260
11/11/1961,124,80.7,1060,1660,1300
11/12/1961,83.4,57,873,1380,1810
11/13/1961,75,52.5,827,1120,1620
11/14/1961,75,51.4,815,1040,1430
11/15/1961,102,53.6,978,1190,1420
11/16/1961,86.2,52.6,989,1270,1520
11/17/1961,77.8,51.4,859,1200,1580
11/18/1961,69.8,49.4,763,1050,1500
11/19/1961,67.2,46.2,714,960,1380
11/20/1961,64.6,45.2,693,915,1280
11/21/1961,62,44.1,670,880,1220
11/22/1961,59.7,43,653,840,1180
11/23/1961,58.6,42,647,820,1140
11/24/1961,57.4,41.1,635,800,1110
11/25/1961,57.4,41.1,647,790,1080
11/26/1961,56.2,41.1,920,805,1060
11/27/1961,60.8,40.2,1590,1510,1080
11/28/1961,58.6,40.2,1090,1690,1590
11/29/1961,55.1,39.2,836,1150,1820
11/30/1961,52.8,38.3,754,980,1440
12/1/1961,57.4,38.3,699,910,1250
12/2/1961,59.7,37.4,676,870,1160
12/3/1961,56.2,36.5,656,830,1120
12/4/1961,54,36.5,641,800,1080
12/5/1961,50.5,35.6,624,775,1040
12/6/1961,49.4,34.6,615,750,1010
12/7/1961,48.2,34.6,612,740,980
12/8/1961,47,33.7,604,730,965
12/9/1961,45.9,32.8,601,720,950
12/10/1961,45.9,32.8,595,715,940
12/11/1961,44.8,32.8,592,710,930
12/12/1961,43.6,31.9,586,710,920
12/13/1961,43.6,31.9,566,680,915
12/14/1961,42.4,31,554,660,894
12/15/1961,42.4,31,548,650,878
12/16/1961,42.4,31,659,605,862
12/17/1961,48.2,31,792,820,854
12/18/1961,45.9,30.2,630,900,1010
12/19/1961,42.4,30.2,583,730,1040
12/20/1961,40.2,29.3,557,665,960
12/21/1961,39,29.3,534,635,882
12/22/1961,39,29.3,522,620,846
12/23/1961,40.2,36.5,525,610,826
12/24/1961,69.8,40.2,528,655,822
12/25/1961,55.1,38.3,514,650,858
12/26/1961,48.2,32.8,502,620,862
12/27/1961,43.6,31,493,590,830
12/28/1961,43.6,30.2,496,580,806
12/29/1961,86.2,29.3,937,800,786
12/30/1961,178,33.7,1320,1260,940
12/31/1961,138,36.5,1080,1950,1520
1/1/1962,87.2,31,677,1320,1970
1/2/1962,71.8,28.2,575,1020,1460
1/3/1962,70.4,30,548,898,1180
1/4/1962,74.6,30,517,876,1060
1/5/1962,64.8,30,491,821,1010
1/6/1962,58.7,28.2,472,772,956
1/7/1962,58.7,27.3,465,744,907
1/8/1962,91.6,28.2,475,744,880
1/9/1962,93.2,30,458,832,898
1/10/1962,70.4,31,439,766,952
1/11/1962,62,28.2,429,722,907
1/12/1962,58.7,26.4,419,700,862
1/13/1962,55.4,25.5,406,678,835
1/14/1962,51,25.5,394,656,812
1/15/1962,51,24.6,388,634,790
1/16/1962,49.9,23.7,378,623,772
1/17/1962,47.7,23.7,372,612,750
1/18/1962,47.7,22.8,369,601,737
1/19/1962,48.8,22.8,369,590,729
1/20/1962,48.8,22.8,369,590,721
1/21/1962,47.7,21.9,363,580,713
1/22/1962,46.6,21.9,360,575,705
1/23/1962,45.5,21.9,357,570,697
1/24/1962,44.4,21,357,570,689
1/25/1962,43.3,21,357,570,685
1/26/1962,42.2,21,350,565,681
1/27/1962,42.2,21,350,560,681
1/28/1962,41.1,20.2,338,540,673
1/29/1962,41.1,20.2,335,540,665
1/30/1962,40,20.2,335,530,657
1/31/1962,40,20.2,419,540,641
2/1/1962,51,19.5,495,678,645
2/2/1962,49.9,19.5,439,733,781
2/3/1962,44.4,19.5,391,656,848
2/4/1962,43.3,19.5,369,580,786
2/5/1962,40,18.8,357,580,729
2/6/1962,40,18.8,347,560,697
2/7/1962,38,18.8,341,540,669
2/8/1962,38,18,332,530,649
2/9/1962,36,18,323,510,633
2/10/1962,36,18,314,505,621
2/11/1962,35,17.2,311,490,605
2/12/1962,34,17.2,299,480,593
2/13/1962,33,16.5,290,470,585
2/14/1962,32,16.5,287,465,569
2/15/1962,32,15.8,284,455,557
2/16/1962,32,15.8,278,445,545
2/17/1962,32,15.8,278,445,537
2/18/1962,32,15.8,278,445,537
2/19/1962,32,15.8,278,445,537
2/20/1962,31,15.8,278,440,537
2/21/1962,31,15.8,275,440,533
2/22/1962,30,15.8,272,430,529
2/23/1962,31,16.5,275,430,521
2/24/1962,40,21,305,460,521
2/25/1962,44.4,21,290,495,545
2/26/1962,36,19.5,272,460,577
2/27/1962,32,16.5,264,435,561
2/28/1962,30,15.8,261,415,529
3/1/1962,29.2,15,258,405,505
3/2/1962,29.2,15,255,395,489
3/3/1962,28.4,15,252,390,481
3/4/1962,30,15,252,390,473
3/5/1962,34,15,261,410,469
3/6/1962,35,15,284,420,477
3/7/1962,32,15,264,440,493
3/8/1962,30,15,255,420,513
3/9/1962,28.4,14.2,249,395,501
3/10/1962,27.6,13.5,232,380,481
3/11/1962,26.8,13,232,370,462
3/12/1962,26.8,13,229,360,444
3/13/1962,26.8,13,226,350,437
3/14/1962,26,13,226,350,430
3/15/1962,25.2,13,214,340,423
3/16/1962,24.4,12.4,214,330,416
3/17/1962,23.6,12.4,212,320,409
3/18/1962,23.6,12.4,209,320,406
3/19/1962,24.4,11.8,206,315,402
3/20/1962,23.6,11.8,200,310,395
3/21/1962,22.8,11.8,195,300,388
3/22/1962,22,11.3,192,300,381
3/23/1962,22,11.3,192,300,370
3/24/1962,23.6,13.5,189,300,364
3/25/1962,25.2,18,189,305,370
3/26/1962,24.4,19.5,192,305,381
3/27/1962,23.6,15,192,305,378
3/28/1962,23.6,13.5,192,305,374
3/29/1962,27.6,13,209,315,378
3/30/1962,30,13,203,330,374
3/31/1962,27.6,13,203,330,392
4/1/1962,26.6,12.4,203,320,398
4/2/1962,26.8,12.4,203,320,388
4/3/1962,26.8,11.8,198,320,381
4/4/1962,31,15,255,320,384
4/5/1962,41.1,14.2,302,410,395
4/6/1962,44.4,18.8,281,415,448
4/7/1962,35,15,209,360,505
4/8/1962,28.4,14.2,198,340,465
4/9/1962,26.8,12.4,187,310,430
4/10/1962,24.4,11.8,181,295,395
4/11/1962,22.8,11.3,176,285,374
4/12/1962,22,10.8,170,270,354
4/13/1962,31,12.4,212,300,360
4/14/1962,78.8,11.3,212,430,437
4/15/1962,53.2,11.3,189,390,485
4/16/1962,42.2,16.5,181,330,521
4/17/1962,34,13,173,310,426
4/18/1962,42.2,11.3,170,295,388
4/19/1962,42.2,11.3,165,300,367
4/20/1962,33,12.4,162,280,364
4/21/1962,28.4,13.5,173,270,354
4/22/1962,26.8,11.8,170,280,342
4/23/1962,25.2,11.3,162,270,345
4/24/1962,28.4,14.2,178,270,348
4/25/1962,36,12.4,184,300,348
4/26/1962,31,15,170,300,351
4/27/1962,30,14.2,223,280,367
4/28/1962,48.8,12.4,311,370,348
4/29/1962,206,15,566,570,381
4/30/1962,142,18.8,419,932,617
5/1/1962,78.8,29.1,369,722,1070
5/2/1962,129,23.7,465,700,980
5/3/1962,119,21,357,782,840
5/4/1962,80.2,16.5,284,623,898
5/5/1962,57.6,13.5,243,480,786
5/6/1962,47.7,13.5,214,415,621
5/7/1962,41.1,17.2,198,370,521
5/8/1962,39,13.5,184,340,458
5/9/1962,34,11.3,176,320,423
5/10/1962,31,11.8,165,290,406
5/11/1962,30,12.4,170,280,374
5/12/1962,29.2,11.3,165,280,354
5/13/1962,32,12.4,165,280,339
5/14/1962,91.6,13,272,295,348
5/15/1962,78.8,13.5,243,500,348
5/16/1962,47.7,12.4,209,425,485
5/17/1962,36,12.4,203,360,525
5/18/1962,51,17.2,281,335,537
5/19/1962,64.8,15,293,711,465
5/20/1962,62,13.5,226,510,657
5/21/1962,55.4,11.3,209,390,685
5/22/1962,213,15,311,914,525
5/23/1962,194,21,347,838,517
5/24/1962,140,74.9,836,950,925
5/25/1962,182,84,926,1770,1090
5/26/1962,208,55.2,1180,1670,1900
5/27/1962,194,42.6,953,1710,1890
5/28/1962,126,31.9,740,1440,1900
5/29/1962,96.4,25.5,557,1080,1600
5/30/1962,78.8,21.9,442,843,1270
5/31/1962,70.4,19.5,388,694,1020
6/1/1962,62,18,338,596,844
6/2/1962,58.7,16.5,332,550,729
6/3/1962,59.8,15,317,530,657
6/4/1962,59.8,21.9,381,535,625
6/5/1962,58.7,23.7,605,656,639
6/6/1962,76,58.4,773,977,743
6/7/1962,512,124,1520,1780,1080
6/8/1962,322,186,2140,3260,2570
6/9/1962,410,300,2410,3180,3740
6/10/1962,448,373,3630,4830,4280
6/11/1962,363,283,2900,4680,5680
6/12/1962,500,198,2920,3970,5000
6/13/1962,604,155,3230,4280,4700
6/14/1962,726,166,3140,4910,5400
6/15/1962,548,186,3270,4980,5940
6/16/1962,407,173,2470,4010,5600
6/17/1962,363,322,2630,3340,4590
6/18/1962,396,293,2830,4160,4680
6/19/1962,425,190,2320,3920,6530
6/20/1962,454,180,2080,3360,5730
6/21/1962,332,161,1900,2970,4670
6/22/1962,291,156,2010,2810,3920
6/23/1962,253,135,1760,2660,3620
6/24/1962,253,117,1500,2340,3260
6/25/1962,385,154,1740,2780,2930
6/26/1962,833,362,2620,3940,3730
6/27/1962,660,328,2690,4490,5110
6/28/1962,509,262,2820,4160,5180
6/29/1962,854,238,4060,5330,5090
6/30/1962,623,240,4220,6530,6780
7/1/1962,646,236,3420,5380,6950
7/2/1962,733,230,3910,5370,5970
7/3/1962,636,271,4630,6100,6410
7/4/1962,472,250,5060,6880,7170
7/5/1962,374,220,4260,6370,7700
7/6/1962,327,193,3570,5120,6840
7/7/1962,416,170,3330,4430,5830
7/8/1962,353,159,2940,4380,5430
7/9/1962,264,143,2560,3510,5000
7/10/1962,318,140,2370,3230,4150
7/11/1962,253,124,2350,3200,3990
7/12/1962,262,120,2900,3620,3990
7/13/1962,361,105,2260,3480,5140
7/14/1962,294,97.5,1960,2890,4710
7/15/1962,262,106,1850,2570,3880
7/16/1962,402,270,2010,2860,3740
7/17/1962,457,382,2030,3340,4170
7/18/1962,273,260,2100,3340,4380
7/19/1962,225,186,1880,2730,4080
7/20/1962,282,164,1960,2660,3500
7/21/1962,273,174,1820,2800,3460
7/22/1962,286,141,1740,2500,3380
7/23/1962,436,128,1800,2560,3100
7/24/1962,433,123,2010,3000,3270
7/25/1962,416,121,2300,3100,3630
7/26/1962,425,135,2690,3320,3850
7/27/1962,656,130,3130,4120,4220
7/28/1962,509,119,3200,4340,5060
7/29/1962,439,174,3680,4780,5130
7/30/1962,318,169,3190,4450,5570
7/31/1962,262,142,2820,3720,4960
8/1/1962,271,148,2950,3660,4380
8/2/1962,284,155,2640,3580,4480
8/3/1962,236,136,2280,3100,4180
8/4/1962,194,131,2050,2740,3610
8/5/1962,176,111,2030,2540,3240
8/6/1962,174,104,1920,2530,3070
8/7/1962,172,113,2000,2500,3020
8/8/1962,148,93.8,2220,2650,3020
8/9/1962,142,104,2300,2800,3190
8/10/1962,167,188,2140,2820,3370
8/11/1962,194,128,2400,2810,3340
8/12/1962,767,476,4120,4680,3920
8/13/1962,416,334,4680,6960,6410
8/14/1962,433,276,4040,6130,7120
8/15/1962,289,226,3380,5000,6430
8/16/1962,253,194,2890,4030,5450
8/17/1962,253,171,2620,3460,4620
8/18/1962,342,160,2820,3560,4130
8/19/1962,630,176,2980,4460,4470
8/20/1962,550,279,3120,4850,5510
8/21/1962,481,296,3460,4910,5750
8/22/1962,369,268,3640,4950,5810
8/23/1962,388,243,3680,5250,5890
8/24/1962,303,213,3110,4600,6110
8/25/1962,255,189,2800,3840,5230
8/26/1962,232,174,2560,3460,4550
8/27/1962,255,178,2360,3200,4180
8/28/1962,240,148,2290,3010,3890
8/29/1962,204,138,2280,2970,3650
8/30/1962,202,129,2160,2860,3540
8/31/1962,280,137,2020,2840,3640
9/1/1962,202,128,1890,2650,3520
9/2/1962,170,116,1680,2370,3170
9/3/1962,155,104,1540,2180,2830
9/4/1962,153,98,1520,2040,2600
9/5/1962,194,92.4,1440,1980,2760
9/6/1962,146,86.8,1270,1870,2600
9/7/1962,126,81.4,1180,1750,2310
9/8/1962,117,76.2,1130,1670,2120
9/9/1962,109,73.6,1070,1600,1990
9/10/1962,104,71,1030,1530,1890
9/11/1962,101,68.9,980,1480,1810
9/12/1962,103,66.8,938,1440,1760
9/13/1962,114,64.7,926,1400,1700
9/14/1962,120,64.7,911,1440,1660
9/15/1962,98,62.6,896,1380,1660
9/16/1962,90,59.4,857,1340,1620
9/17/1962,87.2,57.4,980,1360,1620
9/18/1962,106,56.3,893,1410,1800
9/19/1962,90,54.2,893,1330,1760
9/20/1962,84.4,54.2,875,1360,1630
9/21/1962,84.4,53.2,848,1320,1600
9/22/1962,78.8,52.1,776,1240,1620
9/23/1962,211,57.4,752,1450,3600
9/24/1962,146,68.9,827,1420,2790
9/25/1962,104,56.3,974,1380,2150
9/26/1962,96.4,51,995,1500,1920
9/27/1962,85.8,47.9,842,1370,1940
9/28/1962,88.6,45.8,764,1270,2180
9/29/1962,133,50,737,1270,3550
9/30/1962,131,50,743,1300,3190
10/1/1962,91.6,45.8,716,1200,2380
10/2/1962,81.6,43.7,677,1130,1980
10/3/1962,76,41.6,644,1080,1730
10/4/1962,76,40.6,647,1030,1590
10/5/1962,84.4,54.2,977,1160,1510
10/6/1962,71.8,45.8,833,1410,1560
10/7/1962,67.6,43.7,713,1170,1740
10/8/1962,70.4,81.4,788,1120,1520
10/9/1962,88.6,58.4,776,1240,1440
10/10/1962,74.6,44.8,779,1200,1520
10/11/1962,70.4,41.6,818,1180,1470
10/12/1962,66.2,39.5,863,1210,1440
10/13/1962,93.2,41.6,911,1310,1470
10/14/1962,122,43.7,914,1350,1550
10/15/1962,131,50,1140,1560,1610
10/16/1962,88.6,43.7,926,1520,1820
10/17/1962,76,39.5,788,1290,1730
10/18/1962,70.4,37.6,740,1170,1500
10/19/1962,67.6,35.7,890,1130,1380
10/20/1962,64.8,35.7,884,1320,1340
10/21/1962,60.9,33.8,842,1230,1500
10/22/1962,58.7,33.8,821,1210,1420
10/23/1962,57.6,32.8,749,1180,1380
10/24/1962,55.4,31.9,692,1090,1350
10/25/1962,54.3,31.9,650,1010,1260
10/26/1962,53.2,31,620,944,1200
10/27/1962,48.8,30,602,909,1150
10/28/1962,46.6,30,578,870,1100
10/29/1962,46.6,29.1,563,848,1070
10/30/1962,46.6,29.1,554,832,1040
10/31/1962,45.5,29.1,575,799,1010
11/1/1962,59.8,31.9,650,860,1000
11/2/1962,73.2,33.8,698,1030,1060
11/3/1962,53.2,31,656,1040,1180
11/4/1962,46.6,28.2,584,974,1200
11/5/1962,45.5,28.2,554,854,1110
11/6/1962,44.4,27.3,536,810,1020
11/7/1962,43.3,26.4,524,794,970
11/8/1962,42.2,26.4,504,777,948
11/9/1962,41.1,26.4,485,755,925
11/10/1962,40,25.5,472,722,902
11/11/1962,39,24.6,458,700,880
