# Time,Q BCung,Q NMuc,Q LChau,Q TBu,Q HBinh
4/22/1966,40.8,12.5,264,448,402
4/23/1966,31.5,12,228,384,476
4/24/1966,29.8,14,207,336,420
4/25/1966,34.3,13,195,322,362
4/26/1966,28.1,13,195,316,331
4/27/1966,24.8,12,180,302,311
4/28/1966,22.4,11,175,288,300
4/29/1966,20.3,10.5,172,286,286
4/30/1966,18.9,10,170,270,274
5/1/1966,18.9,9.5,166,263,264
5/2/1966,18.9,9.5,162,263,258
5/3/1966,17.5,9.5,162,260,255
5/4/1966,29.8,9.5,166,263,251
5/5/1966,32.4,9.5,162,283,248
5/6/1966,25.6,9.5,166,273,260
5/7/1966,21.7,9.5,168,270,264
5/8/1966,24.8,9,185,270,258
5/9/1966,23.1,9,185,288,253
5/10/1966,21.7,9.5,180,288,260
5/11/1966,20.3,9,180,283,269
5/12/1966,18.9,9,170,276,267
5/13/1966,17.5,8.7,168,270,262
5/14/1966,16.8,8.4,164,263,255
5/15/1966,17.5,8.4,188,260,284
5/16/1966,17.5,8.4,240,263,284
5/17/1966,17.5,8.7,195,322,260
5/18/1966,23.1,9,192,302,284
5/19/1966,23.1,13,345,305,325
5/20/1966,45,18.2,834,550,340
5/21/1966,52.3,16.1,501,1000,483
5/22/1966,33.4,12.5,324,650,1010
5/23/1966,24.8,11,249,448,752
5/24/1966,21,9.5,213,360,505
5/25/1966,18.9,9,219,319,388
5/26/1966,18.9,11,324,316,328
5/27/1966,137,21.8,488,417,300
5/28/1966,145,44,680,845,399
5/29/1966,148,26.6,574,955,830
5/30/1966,152,18.9,536,910,1060
5/31/1966,99.5,17.5,427,800,1020
6/1/1966,72.2,18.9,474,650,905
6/2/1966,83,25.8,440,710,714
6/3/1966,107,27.4,410,670,723
6/4/1966,291,58,592,755,723
6/5/1966,346,140,1080,1540,850
6/6/1966,615,141,1620,2750,1740
6/7/1966,694,138,2010,3210,3120
6/8/1966,573,85.6,2200,3230,3440
6/9/1966,672,79,1890,3500,3530
6/10/1966,513,80.6,1840,2880,3660
6/11/1966,366,66.3,1430,2550,3090
6/12/1966,332,53.4,1090,1980,2640
6/13/1966,342,132,1420,1870,2190
6/14/1966,297,137,2380,2660,2110
6/15/1966,300,122,2280,3110,3160
6/16/1966,549,138,2360,3140,3440
6/17/1966,486,204,2970,3960,3820
6/18/1966,411,218,2670,3740,4410
6/19/1966,451,209,3160,3910,4090
6/20/1966,355,180,3900,4510,4440
6/21/1966,299,155,2790,4060,4990
6/22/1966,254,128,2230,3140,4120
6/23/1966,517,143,2540,3190,3370
6/24/1966,636,415,2780,4680,4010
6/25/1966,533,410,2590,4480,5280
6/26/1966,618,374,2760,4380,5110
6/27/1966,538,359,3000,4530,5130
6/28/1966,618,348,3150,4590,5230
6/29/1966,659,275,3180,4640,5200
6/30/1966,776,227,2850,4610,5280
7/1/1966,638,188,2670,4100,5000
7/2/1966,1130,171,2450,4550,4510
7/3/1966,493,422,3870,7660,6540
7/4/1966,493,1220,6970,10200,9530
7/5/1966,1270,704,6480,9980,11300
7/6/1966,801,455,5230,7470,9790
7/7/1966,583,345,4370,6060,7600
7/8/1966,448,272,3590,5010,6260
7/9/1966,581,456,3300,4760,5290
7/10/1966,470,441,3430,4850,5320
7/11/1966,405,336,3740,4780,5220
7/12/1966,359,302,3540,4620,5240
7/13/1966,472,296,3620,4640,4960
7/14/1966,399,274,3690,4770,5210
7/15/1966,410,248,3320,4410,5300
7/16/1966,537,292,3700,4830,5170
7/17/1966,495,391,4460,5420,5990
7/18/1966,401,356,4300,5500,6700
7/19/1966,365,316,4080,5080,6360
7/20/1966,339,309,4300,5180,5950
7/21/1966,276,250,3580,4790,5930
7/22/1966,308,230,3180,4190,5160
7/23/1966,276,207,2800,3750,4640
7/24/1966,331,237,2730,3700,4170
7/25/1966,262,203,2580,3500,4110
7/26/1966,221,198,2510,3160,3780
7/27/1966,393,182,2380,3730,3520
7/28/1966,1400,592,6110,5940,5080
7/29/1966,648,555,9970,10400,8990
7/30/1966,448,416,6860,9650,12100
7/31/1966,414,330,5600,6910,8980
8/1/1966,340,263,4450,5790,7160
8/2/1966,296,230,3770,4800,5960
8/3/1966,257,224,3350,4240,5430
8/4/1966,261,434,3480,4100,5090
8/5/1966,270,367,3320,4370,5000
8/6/1966,250,368,2960,3920,5000
8/7/1966,349,237,3130,3780,4490
8/8/1966,299,264,3360,4190,4570
8/9/1966,266,306,3330,4180,4840
8/10/1966,299,293,3380,4120,4750
8/11/1966,258,260,3090,4360,4981
8/12/1966,275,254,3030,4010,4900
8/13/1966,275,244,3230,4020,4600
8/14/1966,230,209,3140,4030,4590
8/15/1966,214,199,2980,3730,4500
8/16/1966,222,182,2610,3460,4170
8/17/1966,182,177,2310,3080,3780
8/18/1966,165,154,2130,2780,3350
8/19/1966,173,142,2010,2590,3040
8/20/1966,318,217,2690,3020,2960
8/21/1966,216,365,3030,3980,3910
8/22/1966,172,274,2320,3470,4550
8/23/1966,154,202,2030,2790,3690
8/24/1966,143,173,1980,2550,3040
8/25/1966,153,162,2310,2630,2860
8/26/1966,280,329,3070,3530,3080
8/27/1966,1110,396,4170,6250,4680
8/28/1966,822,409,5820,8030,7290
8/29/1966,768,402,6010,9050,8800
8/30/1966,643,454,5980,8700,9310
8/31/1966,623,581,6580,8990,9210
9/1/1966,479,597,7000,9720,9450
9/2/1966,417,429,5690,8960,10100
9/3/1966,418,361,4670,7200,9090
9/4/1966,344,296,3810,5750,7620
9/5/1966,282,254,3230,4690,6140
9/6/1966,256,238,3020,4050,5060
9/7/1966,264,227,3450,4230,4550
9/8/1966,270,261,3230,4620,4980
9/9/1966,215,194,2690,3900,4890
9/10/1966,194,173,2390,3280,4080
9/11/1966,180,160,2200,2930,3550
9/12/1966,166,148,2050,2670,3200
9/13/1966,164,141,1970,2490,2960
9/14/1966,166,135,2040,2510,2830
9/15/1966,192,157,2310,2700,2840
9/16/1966,182,175,2750,3190,3080
9/17/1966,150,138,2240,3100,3590
9/18/1966,136,127,1920,2550,3230
9/19/1966,127,118,1760,2280,2750
9/20/1966,120,111,1660,2130,2500
9/21/1966,114,104,1580,2020,2360
9/22/1966,109,98.8,1720,1940,2240
9/23/1966,104,94.6,2330,2450,2170
9/24/1966,101,90.6,1880,2480,2720
9/25/1966,96.3,86.6,1800,2200,2590
9/26/1966,93,82.5,1640,2060,2360
9/27/1966,89.8,79.9,1550,1950,2300
9/28/1966,86.9,76,1470,1870,2110
9/29/1966,84,72.1,1450,1760,2030
9/30/1966,82.6,69.5,1430,1750,1960
10/1/1966,79.7,67.3,1420,1730,1930
10/2/1966,78.3,66.1,1500,1740,1900
10/3/1966,76.3,65,1680,1820,1900
10/4/1966,75.4,62.8,2290,2060,2000
10/5/1966,72.8,60.5,2710,3020,2270
10/6/1966,72.8,58.3,2260,2690,3120
10/7/1966,70.3,57.3,1960,2420,2730
10/8/1966,69,56.2,1700,2140,2440
10/9/1966,67.7,54.2,1640,1920,2200
10/10/1966,66.4,53.2,1880,1960,2040
10/11/1966,65.2,54.2,1700,2120,2130
10/12/1966,66.4,58.3,1600,1860,2170
10/13/1966,65.2,54.2,1450,1820,1970
10/14/1966,62.6,51.1,1380,1650,1880
10/15/1966,96.3,94.6,1580,1820,1780
10/16/1966,103,93.3,2050,2020,1960
10/17/1966,150,77.3,3900,3180,2240
10/18/1966,209,77.3,3500,4490,4240
10/19/1966,125,66.1,2520,3180,4540
10/20/1966,127,60.5,2190,2720,3230
10/21/1966,99.5,56.2,2030,2490,2740
10/22/1966,85.5,54.2,1750,2200,2520
10/23/1966,78.3,52.1,1730,1940,2200
10/24/1966,74.1,50.1,1420,1800,1980
10/25/1966,70.3,49,1340,1670,1850
10/26/1966,69,48,1250,1580,1770
10/27/1966,70.3,57.3,1470,1500,1700
10/28/1966,114,98.8,1640,2040,1970
10/29/1966,96.3,72.1,1480,1920,2230
10/30/1966,86.9,60.5,1720,1910,2040
10/31/1966,89.8,55.2,1500,1960,2020
11/1/1966,78.3,52.1,1330,1720,2000
11/2/1966,71.6,50.1,1220,1560,1800
11/3/1966,67.7,48,1150,1500,1650
11/4/1966,65.2,46,1080,1400,1560
11/5/1966,62.6,45,1020,1340,1490
11/6/1966,60.3,44,980,1310,1420
11/7/1966,60.3,43,946,1260,1370
11/8/1966,58,42,914,1200,1330
11/9/1966,55.8,41,890,1200,1280
11/10/1966,55.8,40,854,1150,1260
11/11/1966,54.6,40,823,1160,1230
11/12/1966,53.5,39,795,1090,1200
11/13/1966,53.5,38,792,1070,1170
11/14/1966,52.3,37.1,770,1040,1200
11/15/1966,53.5,39,746,1030,1240
11/16/1966,53.5,39,750,1010,1160
11/17/1966,52.3,36.2,732,1010,1120
11/18/1966,51.2,36.2,718,990,1100
11/19/1966,50.2,35.3,732,975,1070
11/20/1966,50.2,34.4,725,1000,1060
11/21/1966,49.1,33.5,753,965,1070
11/22/1966,49.1,33.5,956,995,1040
11/23/1966,48.1,32.6,788,1180,1080
11/24/1966,47,32.6,728,1000,1220
11/25/1966,47,32.6,700,960,1080
11/26/1966,47,31.7,711,945,1020
11/27/1966,46,31.7,669,930,999
11/28/1966,45,30.8,648,905,998
11/29/1966,45,30.8,638,880,961
11/30/1966,45,29.9,624,865,938
12/1/1966,42.9,29.9,599,840,916
12/2/1966,41.8,28.2,606,820,888
12/3/1966,41.8,28.2,616,845,866
12/4/1966,40.8,28.2,616,840,884
12/5/1966,40.8,27.4,634,845,884
12/6/1966,40.8,27.4,616,850,884
12/7/1966,39.9,27.4,585,820,888
12/8/1966,38.9,27.4,554,785,866
12/9/1966,38.9,26.6,543,765,832
12/10/1966,38.9,26.6,529,750,811
12/11/1966,38,26.6,515,740,794
12/12/1966,37.1,25.8,508,730,782
12/13/1966,37.1,25.8,501,720,774
12/14/1966,37.1,25,501,710,758
12/15/1966,37.1,25,529,710,750
12/16/1966,38.9,25,515,730,746
12/17/1966,38.9,25,495,705,762
12/18/1966,37.1,25,488,690,750
12/19/1966,37.1,24.2,474,670,734
12/20/1966,35.2,24.2,457,665,719
12/21/1966,35.2,23.4,461,650,707
12/22/1966,34.3,23.4,450,640,696
12/23/1966,33.4,22.6,444,630,689
12/24/1966,33.4,22.6,444,625,681
12/25/1966,33.4,22.6,437,620,670
12/26/1966,33.4,21.8,430,610,660
12/27/1966,32.4,21.8,423,605,653
12/28/1966,33.4,21.8,423,600,646
12/29/1966,33.4,21.8,420,600,646
12/30/1966,33.4,21.8,420,595,639
12/31/1966,33.4,21,413,595,639
1/1/1967,29.3,21.2,437,552,580
1/2/1967,27.7,20.5,434,537,575
1/3/1967,27.7,20.5,427,532,563
1/4/1967,27.7,19.9,427,532,554
1/5/1967,27.7,19.9,420,527,550
1/6/1967,27.7,19.9,416,532,546
1/7/1967,27.7,19.9,427,542,542
1/8/1967,27,19.9,423,552,554
1/9/1967,27,20.5,420,552,563
1/10/1967,27,20.5,420,532,563
1/11/1967,28.5,20.5,483,532,554
1/12/1967,60.9,22,583,662,546
1/13/1967,44.4,22.8,512,732,627
1/14/1967,44.4,22.8,505,647,748
1/15/1967,65.3,22,576,682,693
1/16/1967,40.1,21.2,526,732,684
1/17/1967,32.6,20.5,455,632,743
1/18/1967,30.9,19.9,434,572,675
1/19/1967,29.3,19.2,405,532,597
1/20/1967,27.7,19.2,395,517,554
1/21/1967,27.7,19.2,377,507,530
1/22/1967,26.3,19.2,388,497,515
1/23/1967,26.3,19.2,384,492,511
1/24/1967,26.3,18.6,370,482,507
1/25/1967,26.3,18.6,366,472,499
1/26/1967,26.3,18.6,363,472,492
1/27/1967,25.6,18.6,360,463,483
1/28/1967,25.6,17.9,356,458,477
1/29/1967,24.9,17.9,353,435,469
1/30/1967,24.2,17.3,343,417,454
1/31/1967,24.2,17.3,339,408,443
2/1/1967,24.2,16.7,336,408,432
2/2/1967,24.9,16.7,343,408,432
2/3/1967,27.7,17.9,349,417,432
2/4/1967,27.7,17.9,343,426,432
2/5/1967,28.5,19.2,353,426,447
2/6/1967,56.9,28,405,477,450
2/7/1967,79.9,29.7,398,592,496
2/8/1967,42.2,25,363,537,605
2/9/1967,33.4,20.5,346,482,571
2/10/1967,29.3,19.2,343,444,515
2/11/1967,27.7,17.9,339,426,477
2/12/1967,27.7,17.9,336,417,454
2/13/1967,29.3,17.3,332,417,439
2/14/1967,30.9,17.3,329,417,432
2/15/1967,29.3,17.3,315,408,432
2/16/1967,27.7,16.7,309,389,425
2/17/1967,26.3,16.7,309,385,418
2/18/1967,27.7,16.7,309,380,403
2/19/1967,27,16.7,309,380,400
2/20/1967,26.3,16,305,376,400
2/21/1967,25.6,16,302,372,396
2/22/1967,24.9,16,292,364,389
2/23/1967,23.6,15.4,285,357,382
2/24/1967,23.6,14.7,275,349,372
2/25/1967,22.9,14.7,271,341,361
2/26/1967,22.2,14.1,268,333,354
2/27/1967,23.6,14.1,271,333,341
2/28/1967,23.6,15.4,278,333,341
3/1/1967,23.6,16,268,337,344
3/2/1967,23.6,15.4,268,333,344
3/3/1967,22.9,14.7,268,333,341
3/4/1967,22.2,14.7,261,333,341
3/5/1967,22.2,14.1,258,326,337
3/6/1967,22.2,14.1,254,318,334
3/7/1967,22.2,13.7,254,318,321
3/8/1967,23.6,13.7,261,318,321
3/9/1967,23.6,13.7,271,318,317
3/10/1967,22.9,13.7,275,326,317
3/11/1967,22.2,13.7,295,330,324
3/12/1967,22.2,13.7,312,349,327
3/13/1967,21.5,13.7,346,364,341
3/14/1967,20.8,13.7,356,385,354
3/15/1967,20.8,13.1,302,357,375
3/16/1967,20.2,13.1,275,337,372
3/17/1967,20.8,13.1,264,326,347
3/18/1967,20.8,13.1,258,318,330
3/19/1967,19.6,12.5,247,307,321
3/20/1967,20.8,12.5,247,300,311
3/21/1967,20.8,12.5,241,296,301
3/22/1967,20.8,12.5,247,296,295
3/23/1967,19.6,11.9,254,300,289
3/24/1967,19.6,11.9,251,300,295
3/25/1967,19,11.9,247,300,295
3/26/1967,20.8,11.3,241,296,295
3/27/1967,21.5,11.3,234,296,295
3/28/1967,20.2,10.8,224,289,289
3/29/1967,19,10.8,224,278,283
3/30/1967,18.4,10.8,220,275,273
3/31/1967,18.4,10.8,213,268,264
4/1/1967,17.9,10.8,213,264,258
4/2/1967,17.4,10.3,210,261,252
4/3/1967,17.4,10.3,207,261,252
4/4/1967,17.4,9.8,200,254,245
4/5/1967,17.4,9.8,193,248,242
4/6/1967,17.4,9.8,193,248,233
4/7/1967,17.4,9.8,187,248,233
4/8/1967,17.4,10.8,196,245,230
4/9/1967,17.4,10.8,200,254,227
4/10/1967,22.9,11.9,187,261,227
4/11/1967,20.8,11.9,180,254,239
4/12/1967,21.5,11.9,177,248,242
4/13/1967,23.6,14.7,200,261,252
4/14/1967,35,17.9,224,282,267
4/15/1967,40.1,26.5,234,330,283
4/16/1967,35.8,27.2,281,345,347
4/17/1967,46.5,33.2,356,398,372
4/18/1967,68.1,44.5,452,502,403
4/19/1967,40.1,31.4,412,582,507
4/20/1967,29.3,36.6,332,487,605
4/21/1967,29.3,44.5,363,431,563
4/22/1967,46.5,34.9,356,477,458
4/23/1967,37.9,25,322,463,507
4/24/1967,30.9,22,281,421,523
4/25/1967,30.9,22.8,275,364,454
4/26/1967,39,29.7,322,380,403
4/27/1967,56.9,44.5,427,482,407
4/28/1967,65.3,34.9,384,597,483
4/29/1967,39,26.5,295,502,605
4/30/1967,33.4,22,261,389,563
5/1/1967,34.2,19.2,244,341,454
5/2/1967,29.3,17.9,251,322,372
5/3/1967,30.1,20.5,254,333,334
5/4/1967,40.1,22,213,333,324
5/5/1967,35.8,19.9,180,333,327
5/6/1967,29.3,17.3,196,303,341
5/7/1967,29.3,19.2,200,282,324
5/8/1967,81.4,22,309,349,301
5/9/1967,53,29.7,268,426,298
5/10/1967,51.7,29.7,288,389,389
5/11/1967,84.4,46.5,420,431,418
5/12/1967,56.9,31.4,360,562,418
5/13/1967,43.3,26.5,349,477,534
5/14/1967,37.9,23.5,295,440,526
5/15/1967,44.4,20.5,254,385,477
5/16/1967,156,22.8,302,385,439
5/17/1967,131,22,322,577,447
5/18/1967,116,22,405,642,684
5/19/1967,69.6,19.2,346,512,649
5/20/1967,75.4,17.9,374,482,649
5/21/1967,65.3,19.2,356,502,542
5/22/1967,56.9,19.2,326,463,538
5/23/1967,49.1,17.3,329,435,511
5/24/1967,42.2,17.9,292,408,462
5/25/1967,51.7,22,261,385,439
5/26/1967,73.9,20.5,268,398,410
5/27/1967,54.3,18.6,281,372,403
5/28/1967,109,17.3,434,426,392
5/29/1967,131,19.2,455,762,439
5/30/1967,106,21.2,381,712,832
5/31/1967,79.9,20.5,519,657,847
6/1/1967,143,76.1,540,802,818
6/2/1967,175,67.9,554,1050,1020
6/3/1967,172,134,655,964,1250
6/4/1967,228,288,911,1280,1240
6/5/1967,268,218,1070,2070,1640
6/6/1967,142,118,731,1580,2190
6/7/1967,124,106,677,1110,1660
6/8/1967,194,136,857,1270,1520
6/9/1967,136,129,868,1420,1750
6/10/1967,97.2,84.5,691,1250,1670
6/11/1967,78.4,65.3,529,933,1430
6/12/1967,68.1,54.1,462,757,1100
6/13/1967,76.2,48.7,427,672,890
6/14/1967,258,96.5,558,772,804
6/15/1967,214,80.3,601,1140,905
6/16/1967,156,81.7,623,994,1240
6/17/1967,151,74.7,698,984,1130
6/18/1967,132,70.5,666,1000,1100
6/19/1967,127,65.3,605,923,1120
6/20/1967,136,57.4,619,908,1030
6/21/1967,124,55.2,576,892,984
6/22/1967,98.9,53,522,817,969
6/23/1967,104,45.5,498,737,886
6/24/1967,142,42.5,508,752,813
6/25/1967,158,45.5,605,862,827
6/26/1967,120,43.5,562,872,959
6/27/1967,160,69.2,569,867,999
6/28/1967,195,90.5,752,1110,1010
6/29/1967,193,113,1170,1540,1220
6/30/1967,132,113,1030,1640,1660
7/1/1967,231,112,1050,1390,1740
7/2/1967,223,131,1340,1790,1550
7/3/1967,238,141,1880,2320,2000
7/4/1967,168,115,1480,2270,2510
7/5/1967,167,99.5,1240,1820,2280
7/6/1967,155,87.5,1050,1780,1860
7/7/1967,245,78.9,914,1380,1600
7/8/1967,462,96.5,1400,1770,1470
7/9/1967,362,137,2270,2360,1960
7/10/1967,327,118,2800,3520,2760
7/11/1967,262,106,2320,3130,3660
7/12/1967,211,89,2000,2560,3140
7/13/1967,245,78.9,2420,2310,2610
7/14/1967,313,152,3040,3570,2700
7/15/1967,334,233,3480,4210,4040
7/16/1967,434,174,3960,4530,4620
7/17/1967,322,150,4110,4800,4920
7/18/1967,233,126,3410,4270,4980
7/19/1967,189,109,2700,3500,4210
7/20/1967,166,96.5,2170,2750,3460
7/21/1967,230,93.5,1900,2560,2820
7/22/1967,225,123,1880,2420,2680
7/23/1967,246,206,2080,2550,2570
7/24/1967,413,152,2390,3120,2840
7/25/1967,462,347,2620,3530,3660
7/26/1967,335,368,2670,3760,4640
7/27/1967,273,244,2500,3470,4680
7/28/1967,216,218,2200,3050,3970
7/29/1967,188,182,2020,2650,3380
7/30/1967,183,168,2120,2530,2920
7/31/1967,182,194,2350,2830,2870
8/1/1967,147,147,2030,2630,3140
8/2/1967,129,125,1750,2280,2780
8/3/1967,192,112,1590,2110,2390
8/4/1967,302,161,1710,2470,2280
8/5/1967,962,712,3060,3750,3000
8/6/1967,1510,504,4170,6740,6000
8/7/1967,1340,384,6560,8080,8220
8/8/1967,1020,408,6630,9060,9870
8/9/1967,632,463,6710,8510,9730
8/10/1967,423,349,5310,7500,9370
8/11/1967,356,382,4170,5650,7810
8/12/1967,287,327,3440,4740,6030
8/13/1967,259,290,3040,3910,4940
8/14/1967,350,298,3290,3980,4160
8/15/1967,410,331,3240,4520,4670
8/16/1967,424,274,3090,4250,4950
8/17/1967,332,352,2890,4000,4710
8/18/1967,328,298,2800,3950,4440
8/19/1967,1100,656,4140,5300,4740
8/20/1967,628,646,4440,7250,8800
8/21/1967,440,498,3760,5660,7860
8/22/1967,335,373,3090,4610,5970
8/23/1967,286,306,2640,3820,4960
8/24/1967,243,261,2320,3280,4160
8/25/1967,218,232,2150,2900,3590
8/26/1967,194,204,2030,2690,3210
8/27/1967,182,180,1910,2530,3260
8/28/1967,187,166,1770,2360,3440
8/29/1967,160,153,1630,2150,2890
8/30/1967,142,141,1530,1980,2530
8/31/1967,166,133,1460,1930,2310
9/1/1967,221,147,1530,2100,2310
9/2/1967,166,163,1760,2130,2450
9/3/1967,183,144,1800,2350,2540
9/4/1967,160,125,1680,2230,2700
9/5/1967,297,126,1760,2250,2500
9/6/1967,242,121,1740,2480,2740
9/7/1967,236,110,1500,2270,3930
9/8/1967,290,139,1410,2210,3900
9/9/1967,184,125,1310,1980,2870
9/10/1967,160,113,1300,1810,2460
9/11/1967,205,177,1560,1940,2310
9/12/1967,179,173,2120,2650,2570
9/13/1967,185,145,2040,2600,3240
9/14/1967,183,168,2630,2690,3260
9/15/1967,154,160,2590,3390,3570
9/16/1967,134,144,1950,2720,3660
9/17/1967,124,131,1680,2240,2870
9/18/1967,113,121,1490,1980,2460
9/19/1967,106,112,1360,1820,2210
9/20/1967,100,104,1330,1650,2040
9/21/1967,97.2,98,1420,1670,1930
9/22/1967,142,147,1750,1990,1970
9/23/1967,136,133,1880,2360,2370
9/24/1967,107,109,1740,2170,2610
9/25/1967,95.5,96.5,1480,2020,2370
9/26/1967,92.2,90.5,1290,1680,2150
9/27/1967,88.9,83.1,1270,1520,1860
9/28/1967,82.9,81.7,1260,1510,1760
9/29/1967,113,87.5,1290,1500,1750
9/30/1967,153,84.5,1410,1760,1820
10/1/1967,173,83.1,1540,1890,2160
10/2/1967,151,80.3,1870,2130,2200
10/3/1967,109,71.9,1780,2150,2420
10/4/1967,95.5,67.9,1580,1960,2350
10/5/1967,88.9,65.3,1510,1830,2110
10/6/1967,82.9,62.6,1440,1740,1960
10/7/1967,79.9,60,1300,1610,1860
10/8/1967,76.9,57.4,1190,1490,1740
10/9/1967,73.9,56.3,1110,1390,1620
10/10/1967,71,55.2,1050,1310,1530
10/11/1967,69.6,54.1,1000,1250,1450
10/12/1967,71,53,983,1190,1390
10/13/1967,71,53,961,1210,1340
10/14/1967,73.9,55.2,925,1180,1350
10/15/1967,79.9,53,922,1140,1320
10/16/1967,71,49.8,1420,1330,1280
10/17/1967,65.3,48.7,1660,1630,1430
10/18/1967,63.8,48.7,1360,1840,1770
10/19/1967,59.5,46.5,1190,1420,1900
10/20/1967,56.9,44.5,1050,1210,1510
10/21/1967,56.9,43.5,1010,1110,1320
10/22/1967,62.4,42.5,968,1050,1240
10/23/1967,59.5,42.5,936,1010,1180
10/24/1967,56.9,41.6,932,994,1140
10/25/1967,54.3,40.6,907,964,1110
10/26/1967,53,40.6,914,948,1090
10/27/1967,51.7,39.6,943,974,1050
10/28/1967,51.7,38.6,857,984,1070
10/29/1967,50.4,38.6,756,933,1090
10/30/1967,49.1,37.6,716,882,1030
10/31/1967,49.1,37.6,698,852,989
11/1/1967,47.8,36.6,677,822,964
11/2/1967,47.8,35.7,666,797,939
11/3/1967,47.8,34.9,727,812,915
11/4/1967,49.1,34.9,781,872,920
11/5/1967,46.5,34,749,903,969
11/6/1967,44.4,33.2,673,882,1000
11/7/1967,44.4,33.2,641,782,969
11/8/1967,44.4,32.2,612,752,890
11/9/1967,42.2,31.4,594,722,847
11/10/1967,42.2,31.4,580,702,818
11/11/1967,41.2,31.4,569,682,804
11/12/1967,44.4,31.4,569,682,785
11/13/1967,42.2,31.4,936,692,780
11/14/1967,79.9,31.4,2260,1390,792
11/15/1967,134,30.6,1820,2380,1830
11/16/1967,75.4,31.4,1500,1710,2460
11/17/1967,58.2,31.4,1560,1740,1820
11/18/1967,51.7,31.4,1160,1500,1840
11/19/1967,46.5,31.4,1550,1280,1600
11/20/1967,46.5,29.7,1280,1560,1510
11/21/1967,44.4,28.9,1070,1300,1670
11/22/1967,42.2,28,950,1120,1480
11/23/1967,40.1,27.2,1290,1100,1290
11/24/1967,40.1,27.2,1090,1330,1260
11/25/1967,39,26.5,968,1140,1460
11/26/1967,39,26.5,896,1020,1310
11/27/1967,37.9,26.5,864,974,1180
11/28/1967,36.9,25.8,835,938,1100
11/29/1967,36.9,25,821,928,1060
11/30/1967,35.8,25,788,892,1040
12/1/1967,36.9,25,778,867,1000
12/2/1967,51.7,26.5,785,882,952
12/3/1967,49.1,26.5,749,882,974
12/4/1967,49.1,26.5,720,847,984
12/5/1967,46.5,25,702,822,936
12/6/1967,41.2,25,670,782,896
12/7/1967,37.9,24.2,648,752,852
12/8/1967,36.9,24.2,634,727,806
12/9/1967,37.9,24.2,655,722,784
12/10/1967,53,23.5,684,762,766
12/11/1967,58.2,23.5,670,802,794
12/12/1967,49.1,25,641,772,832
12/13/1967,59.5,26.5,720,767,832
12/14/1967,62.4,26.5,756,877,813
12/15/1967,46.5,26.5,706,852,900
12/16/1967,42.2,24.2,666,792,900
12/17/1967,40.1,23.5,634,742,842
12/18/1967,37.9,23.5,601,712,794
12/19/1967,36.9,22.8,594,692,757
12/20/1967,35.8,22,594,682,734
12/21/1967,35.8,22,576,662,716
12/22/1967,35,22,547,652,698
12/23/1967,34.2,21.2,533,632,680
12/24/1967,36.9,21.2,526,622,666
12/25/1967,34.2,21.2,526,602,653
12/26/1967,33.4,20.5,515,592,640
12/27/1967,32.6,20.5,512,582,627
12/28/1967,32.6,20.5,498,572,614
12/29/1967,31.8,19.2,498,567,597
12/30/1967,32.6,19.2,487,557,588
12/31/1967,34.2,19.2,487,552,580
1/1/1968,34.5,19.6,468,578,575
1/2/1968,33.6,19.6,464,582,575
1/3/1968,33.6,19.6,457,578,571
1/4/1968,31.8,19,454,568,571
1/5/1968,29.9,19,446,555,563
1/6/1968,29.9,18.4,440,546,546
1/7/1968,29,18.4,436,542,538
1/8/1968,28.1,18.4,429,537,530
1/9/1968,27.2,17.8,426,528,519
1/10/1968,26.3,17.8,418,519,515
1/11/1968,26.3,17.8,418,519,507
1/12/1968,26.3,17.8,415,514,499
1/13/1968,26.3,17.8,422,510,496
1/14/1968,26.3,17.8,429,537,492
1/15/1968,26.3,17.8,422,528,507
1/16/1968,26.3,17.8,639,600,507
1/17/1968,33.6,17.8,819,730,507
1/18/1968,54.6,20.2,1620,1210,678
1/19/1968,53.3,20.2,1030,1620,1130
1/20/1968,37.7,20.2,693,995,1610
1/21/1968,31.8,18.4,599,810,1170
1/22/1968,29.9,17.8,549,715,910
1/23/1968,28.1,16.6,520,660,755
1/24/1968,26.3,16.6,492,620,675
1/25/1968,26.3,16,471,591,630
1/26/1968,24.8,16,460,573,606
1/27/1968,24.8,16,454,555,582
1/28/1968,24.8,15.4,443,550,558
1/29/1968,24.8,15.4,432,542,546
1/30/1968,24,15.4,429,537,534
1/31/1968,23.3,15.4,422,528,526
2/1/1968,23.3,15.4,415,537,518
2/2/1968,22.5,14.8,408,514,502
2/3/1968,21.7,14.8,401,501,494
2/4/1968,21.7,14.8,394,492,486
2/5/1968,21.7,14.2,387,488,478
2/6/1968,21.7,14.2,384,483,466
2/7/1968,21.7,14.2,384,474,463
2/8/1968,21.7,14.2,387,470,456
2/9/1968,21.7,14.2,384,465,449
2/10/1968,21.7,14.2,380,456,442
2/11/1968,21.7,14.2,380,447,435
2/12/1968,21.7,14.2,366,442,428
2/13/1968,34.5,25.4,394,465,428
2/14/1968,69.9,34.7,527,600,449
2/15/1968,41.1,27.6,485,690,562
2/16/1968,33.6,19,422,600,670
2/17/1968,29.9,16.6,387,537,639
2/18/1968,28.1,16,380,501,546
2/19/1968,26.3,15.4,366,474,494
2/20/1968,25.5,15.4,359,460,463
2/21/1968,26.3,16,352,456,449
2/22/1968,37.7,16.6,366,460,438
2/23/1968,45.7,17.8,380,496,442
